length_nm,ngm_id,ngmro
900,2.499,0.7632
900,2.428,0.732
900,2.36,0.7031
900,2.296,0.6763
900,2.235,0.6512
900,2.177,0.6279
900,2.122,0.606
900,2.069,0.5855
900,2.018,0.5662
900,1.97,0.5481
900,1.923,0.531
900,1.879,0.5148
900,1.836,0.4995
900,1.796,0.4851
900,1.756,0.4713
900,1.719,0.4583
900,1.682,0.4459
900,1.647,0.4341
900,1.614,0.4229
900,1.581,0.4121
900,1.55,0.4019
900,1.519,0.3921
900,1.49,0.3827
900,1.462,0.3737
900,1.435,0.3651
900,1.408,0.3568
900,1.383,0.3489
900,1.358,0.3413
900,1.334,0.3339
900,1.31,0.3269
1080,21.86,124.5
1080,21.51,122.3
1080,21.11,119.6
1080,20.65,116.3
1080,20.13,112.4
1080,19.56,107.8
1080,18.94,102.5
1080,18.28,96.61
1080,17.59,90.19
1080,16.87,83.35
1080,16.15,76.2
1080,15.43,68.91
1080,14.71,61.61
1080,14,54.47
1080,13.31,47.63
1080,12.64,41.21
1080,12,35.3
1080,11.38,29.97
1080,10.79,25.24
1080,10.23,21.13
1080,9.688,17.62
1080,9.176,14.65
1080,8.688,12.19
1080,8.225,10.16
1080,7.786,8.499
1080,7.37,7.153
1080,6.977,6.064
1080,6.608,5.182
1080,6.262,4.467
1080,5.938,3.885
1080,5.635,3.408
1080,5.354,3.015
1080,5.093,2.689
1080,4.851,2.416
1080,4.626,2.186
1080,4.417,1.99
1080,4.224,1.822
1080,4.044,1.678
1080,3.877,1.552
1080,3.721,1.442
1080,3.576,1.345
1080,3.441,1.259
1080,3.315,1.182
1080,3.197,1.114
1080,3.086,1.052
1080,2.982,0.9968
1080,2.884,0.9464
1080,2.792,0.9004
1080,2.705,0.8584
1080,2.623,0.8199
1080,2.546,0.7844
1080,2.472,0.7516
1080,2.403,0.7213
1080,2.337,0.6932
1080,2.274,0.6671
1080,2.214,0.6427
1080,2.157,0.6199
1080,2.103,0.5985
1080,2.051,0.5785
1080,2.001,0.5596
1080,1.954,0.5419
1080,1.908,0.5252
1080,1.864,0.5094
1080,1.823,0.4944
1080,1.782,0.4802
1080,1.744,0.4667
1080,1.707,0.454
1080,1.671,0.4418
1080,1.636,0.4302
1080,1.603,0.4192
1080,1.571,0.4086
1080,1.54,0.3985
1080,1.51,0.3889
1080,1.482,0.3797
1080,1.454,0.3708
1080,1.427,0.3624
1080,1.401,0.3542
1080,1.375,0.3464
1080,1.351,0.3389
1080,1.327,0.3317
1080,1.304,0.3247
1260,21.75,132.7
1260,21.38,130
1260,20.95,126.8
1260,20.47,122.8
1260,19.93,118.2
1260,19.34,112.9
1260,18.7,106.9
1260,18.03,100.3
1260,17.33,93.16
1260,16.62,85.62
1260,15.89,77.83
1260,15.17,69.96
1260,14.45,62.16
1260,13.75,54.6
1260,13.07,47.44
1260,12.41,40.78
1260,11.78,34.71
1260,11.17,29.3
1260,10.59,24.55
1260,10.04,20.46
1260,9.512,16.99
1260,9.01,14.09
1260,8.532,11.7
1260,8.078,9.739
1260,7.647,8.148
1260,7.24,6.861
1260,6.856,5.822
1260,6.494,4.983
1260,6.156,4.303
1260,5.839,3.749
1260,5.544,3.295
1260,5.27,2.921
1260,5.015,2.61
1260,4.779,2.349
1260,4.559,2.129
1260,4.356,1.941
1260,4.167,1.78
1260,3.991,1.641
1260,3.828,1.52
1260,3.676,1.414
1260,3.535,1.32
1260,3.402,1.237
1260,3.279,1.163
1260,3.163,1.096
1260,3.054,1.036
1260,2.953,0.9822
1260,2.857,0.9331
1260,2.766,0.8883
1260,2.681,0.8473
1260,2.601,0.8096
1260,2.524,0.775
1260,2.452,0.7429
1260,2.384,0.7133
1260,2.319,0.6857
1260,2.257,0.6601
1260,2.198,0.6362
1260,2.142,0.6138
1260,2.088,0.5928
1260,2.037,0.5732
1260,1.988,0.5546
1260,1.941,0.5372
1260,1.896,0.5207
1260,1.853,0.5052
1260,1.812,0.4904
1260,1.772,0.4765
1260,1.734,0.4632
1260,1.697,0.4506
1260,1.662,0.4386
1260,1.628,0.4272
1260,1.595,0.4163
1260,1.564,0.4059
1260,1.533,0.396
1260,1.504,0.3865
1260,1.475,0.3773
1260,1.447,0.3686
1260,1.421,0.3602
1260,1.395,0.3522
1260,1.37,0.3445
1260,1.346,0.3371
1260,1.322,0.3299
1260,1.299,0.323
