length_nm,ngm_id,nft
360,1.587,1308000000
360,1.554,1300000000
360,1.523,1292000000
360,1.492,1284000000
360,1.463,1277000000
360,1.434,1269000000
360,1.407,1262000000
360,1.38,1255000000
360,1.354,1247000000
360,1.329,1240000000
540,22.36,60380000
540,22.1,71530000
540,21.81,84220000
540,21.46,98620000
540,21.06,114900000
540,20.6,133200000
540,20.09,153700000
540,19.52,176600000
540,18.9,201800000
540,18.23,229300000
540,17.54,258900000
540,16.83,290500000
540,16.1,323800000
540,15.37,358200000
540,14.65,393500000
540,13.94,429200000
540,13.24,464700000
540,12.57,499700000
540,11.92,533800000
540,11.3,566500000
540,10.7,597500000
540,10.13,626400000
540,9.586,653000000
540,9.07,677100000
540,8.58,698400000
540,8.115,716800000
540,7.674,732400000
540,7.259,745200000
540,6.868,755300000
540,6.501,763000000
540,6.157,768500000
540,5.837,772000000
540,5.539,773800000
540,5.262,774200000
540,5.005,773500000
540,4.767,771700000
540,4.546,769100000
540,4.341,766000000
540,4.151,762200000
540,3.975,758100000
540,3.811,753700000
540,3.659,749100000
540,3.517,744200000
540,3.384,739300000
540,3.26,734300000
540,3.144,729200000
540,3.035,724100000
540,2.933,719100000
540,2.837,714100000
540,2.747,709100000
540,2.662,704200000
540,2.581,699300000
540,2.505,694600000
540,2.433,689900000
540,2.364,685300000
540,2.299,680700000
540,2.237,676300000
540,2.178,671900000
540,2.122,667600000
540,2.068,663400000
540,2.017,659200000
540,1.968,655100000
540,1.921,651100000
540,1.877,647200000
540,1.834,643300000
540,1.792,639500000
540,1.753,635700000
540,1.714,632000000
540,1.678,628400000
540,1.642,624800000
540,1.608,621200000
540,1.576,617700000
540,1.544,614300000
540,1.513,610900000
540,1.484,607500000
540,1.455,604100000
540,1.428,600800000
540,1.401,597600000
540,1.375,594300000
540,1.35,591100000
540,1.326,588000000
720,22.17,42050000
720,21.88,49280000
720,21.54,57440000
720,21.14,66650000
720,20.69,77000000
720,20.18,88600000
720,19.61,101500000
720,19,115800000
720,18.34,131500000
720,17.65,148400000
720,16.94,166500000
720,16.22,185500000
720,15.49,205400000
720,14.77,225800000
720,14.06,246400000
720,13.36,267100000
720,12.69,287600000
720,12.04,307600000
720,11.42,326900000
720,10.82,345200000
720,10.25,362400000
720,9.704,378400000
720,9.186,392800000
720,8.694,405700000
720,8.227,417000000
720,7.784,426600000
720,7.365,434500000
720,6.97,440800000
720,6.599,445600000
720,6.251,449100000
720,5.926,451400000
720,5.623,452600000
720,5.341,453000000
720,5.08,452600000
720,4.837,451600000
720,4.612,450100000
720,4.404,448200000
720,4.21,446000000
720,4.03,443500000
720,3.864,440900000
720,3.708,438100000
720,3.564,435200000
720,3.429,432200000
720,3.303,429200000
720,3.185,426200000
720,3.074,423200000
720,2.97,420200000
720,2.873,417200000
720,2.781,414300000
720,2.694,411400000
720,2.612,408600000
720,2.535,405800000
720,2.461,403000000
720,2.392,400300000
720,2.326,397700000
720,2.263,395100000
720,2.203,392600000
720,2.147,390100000
720,2.092,387600000
720,2.04,385300000
720,1.991,382900000
720,1.943,380600000
720,1.898,378300000
720,1.854,376100000
720,1.813,373900000
720,1.773,371800000
720,1.734,369700000
720,1.697,367600000
720,1.661,365500000
720,1.627,363500000
720,1.594,361500000
720,1.562,359600000
720,1.531,357600000
720,1.501,355700000
720,1.472,353800000
720,1.444,351900000
720,1.417,350100000
720,1.391,348300000
720,1.366,346500000
720,1.342,344700000
720,1.318,342900000
900,22,31150000
900,21.68,36240000
900,21.3,41970000
900,20.87,48420000
900,20.38,55650000
900,19.83,63730000
900,19.24,72690000
900,18.59,82550000
900,17.91,93260000
900,17.21,104800000
900,16.49,117000000
900,15.77,129800000
900,15.04,143000000
900,14.33,156400000
900,13.63,170000000
900,12.95,183500000
900,12.29,196700000
900,11.66,209600000
900,11.05,221900000
900,10.48,233500000
900,9.924,244400000
900,9.399,254300000
900,8.898,263200000
900,8.423,271100000
900,7.972,277900000
900,7.545,283600000
900,7.141,288100000
900,6.761,291700000
900,6.404,294400000
900,6.07,296200000
900,5.758,297200000
900,5.468,297600000
900,5.198,297500000
900,4.947,297000000
900,4.715,296100000
900,4.5,294800000
900,4.3,293400000
900,4.114,291800000
900,3.942,290000000
900,3.782,288200000
900,3.632,286300000
900,3.493,284300000
900,3.363,282300000
900,3.242,280300000
900,3.128,278300000
900,3.021,276300000
900,2.921,274300000
900,2.827,272300000
900,2.738,270400000
900,2.654,268500000
900,2.574,266700000
900,2.499,264900000
900,2.428,263100000
900,2.36,261300000
900,2.296,259600000
900,2.235,258000000
900,2.177,256300000
900,2.122,254700000
900,2.069,253200000
900,2.018,251600000
900,1.97,250100000
900,1.923,248700000
900,1.879,247200000
900,1.836,245800000
900,1.796,244400000
900,1.756,243000000
900,1.719,241700000
900,1.682,240300000
900,1.647,239000000
900,1.614,237700000
900,1.581,236500000
900,1.55,235200000
900,1.519,234000000
900,1.49,232700000
900,1.462,231500000
900,1.435,230300000
900,1.408,229200000
900,1.383,228000000
900,1.358,226800000
900,1.334,225700000
900,1.31,224600000
1080,21.86,24000000
1080,21.51,27790000
1080,21.11,32050000
1080,20.65,36830000
1080,20.13,42180000
1080,19.56,48150000
1080,18.94,54750000
1080,18.28,61970000
1080,17.59,69780000
1080,16.87,78130000
1080,16.15,86930000
1080,15.43,96090000
1080,14.71,105500000
1080,14,115100000
1080,13.31,124600000
1080,12.64,134100000
1080,12,143300000
1080,11.38,152300000
1080,10.79,160800000
1080,10.23,168800000
1080,9.688,176200000
1080,9.176,182900000
1080,8.688,188900000
1080,8.225,194100000
1080,7.786,198600000
1080,7.37,202300000
1080,6.977,205200000
1080,6.608,207400000
1080,6.262,209000000
1080,5.938,210000000
1080,5.635,210500000
1080,5.354,210600000
1080,5.093,210300000
1080,4.851,209800000
1080,4.626,209000000
1080,4.417,208000000
1080,4.224,206900000
1080,4.044,205700000
1080,3.877,204400000
1080,3.721,203000000
1080,3.576,201600000
1080,3.441,200200000
1080,3.315,198700000
1080,3.197,197300000
1080,3.086,195900000
1080,2.982,194500000
1080,2.884,193100000
1080,2.792,191700000
1080,2.705,190300000
1080,2.623,189000000
1080,2.546,187700000
1080,2.472,186400000
1080,2.403,185200000
1080,2.337,184000000
1080,2.274,182800000
1080,2.214,181600000
1080,2.157,180500000
1080,2.103,179400000
1080,2.051,178300000
1080,2.001,177200000
1080,1.954,176200000
1080,1.908,175200000
1080,1.864,174200000
1080,1.823,173200000
1080,1.782,172200000
1080,1.744,171300000
1080,1.707,170300000
1080,1.671,169400000
1080,1.636,168500000
1080,1.603,167600000
1080,1.571,166700000
1080,1.54,165800000
1080,1.51,165000000
1080,1.482,164100000
1080,1.454,163300000
1080,1.427,162500000
1080,1.401,161600000
1080,1.375,160800000
1080,1.351,160000000
1080,1.327,159200000
1080,1.304,158400000
1260,21.75,19040000
1260,21.38,21970000
1260,20.95,25260000
1260,20.47,28950000
1260,19.93,33080000
1260,19.34,37680000
1260,18.7,42740000
1260,18.03,48250000
1260,17.33,54200000
1260,16.62,60530000
1260,15.89,67170000
1260,15.17,74060000
1260,14.45,81110000
1260,13.75,88220000
1260,13.07,95320000
1260,12.41,102300000
1260,11.78,109100000
1260,11.17,115700000
1260,10.59,121900000
1260,10.04,127700000
1260,9.512,133100000
1260,9.01,137900000
1260,8.532,142200000
1260,8.078,145900000
1260,7.647,149000000
1260,7.24,151600000
1260,6.856,153600000
1260,6.494,155000000
1260,6.156,156000000
1260,5.839,156600000
1260,5.544,156900000
1260,5.27,156900000
1260,5.015,156600000
1260,4.779,156100000
1260,4.559,155400000
1260,4.356,154600000
1260,4.167,153700000
1260,3.991,152800000
1260,3.828,151800000
1260,3.676,150700000
1260,3.535,149700000
1260,3.402,148600000
1260,3.279,147500000
1260,3.163,146400000
1260,3.054,145300000
1260,2.953,144300000
1260,2.857,143200000
1260,2.766,142200000
1260,2.681,141200000
1260,2.601,140200000
1260,2.524,139300000
1260,2.452,138300000
1260,2.384,137400000
1260,2.319,136500000
1260,2.257,135700000
1260,2.198,134800000
1260,2.142,134000000
1260,2.088,133200000
1260,2.037,132400000
1260,1.988,131600000
1260,1.941,130800000
1260,1.896,130100000
1260,1.853,129300000
1260,1.812,128600000
1260,1.772,127900000
1260,1.734,127200000
1260,1.697,126500000
1260,1.662,125800000
1260,1.628,125100000
1260,1.595,124500000
1260,1.564,123800000
1260,1.533,123200000
1260,1.504,122600000
1260,1.475,121900000
1260,1.447,121300000
1260,1.421,120700000
1260,1.395,120100000
1260,1.37,119500000
1260,1.346,118900000
1260,1.322,118400000
1260,1.299,117800000
