length_nm,ngm_id,nidw
900,3.128,4.475
900,3.021,4.614
900,2.921,4.754
900,2.827,4.892
900,2.738,5.03
900,2.654,5.168
900,2.574,5.304
900,2.499,5.441
900,2.428,5.576
900,2.36,5.711
900,2.296,5.846
900,2.235,5.98
900,2.177,6.113
900,2.122,6.246
900,2.069,6.378
900,2.018,6.51
900,1.97,6.641
900,1.923,6.772
900,1.879,6.902
900,1.836,7.031
900,1.796,7.16
900,1.756,7.288
900,1.719,7.416
900,1.682,7.543
900,1.647,7.67
900,1.614,7.796
900,1.581,7.921
900,1.55,8.046
900,1.519,8.171
900,1.49,8.294
900,1.462,8.418
900,1.435,8.541
900,1.408,8.663
900,1.383,8.785
900,1.358,8.906
900,1.334,9.026
900,1.31,9.147
1080,21.86,0.04013
1080,21.51,0.04985
1080,21.11,0.06169
1080,20.65,0.07602
1080,20.13,0.09322
1080,19.56,0.1137
1080,18.94,0.1378
1080,18.28,0.166
1080,17.59,0.1986
1080,16.87,0.236
1080,16.15,0.2784
1080,15.43,0.326
1080,14.71,0.379
1080,14,0.4374
1080,13.31,0.5014
1080,12.64,0.5709
1080,12,0.6457
1080,11.38,0.7258
1080,10.79,0.8109
1080,10.23,0.9007
1080,9.688,0.995
1080,9.176,1.093
1080,8.688,1.195
1080,8.225,1.301
1080,7.786,1.409
1080,7.37,1.52
1080,6.977,1.633
1080,6.608,1.748
1080,6.262,1.864
1080,5.938,1.981
1080,5.635,2.099
1080,5.354,2.218
1080,5.093,2.337
1080,4.851,2.456
1080,4.626,2.575
1080,4.417,2.694
1080,4.224,2.813
1080,4.044,2.932
1080,3.877,3.05
1080,3.721,3.168
1080,3.576,3.286
1080,3.441,3.403
1080,3.315,3.52
1080,3.197,3.637
1080,3.086,3.753
1080,2.982,3.868
1080,2.884,3.983
1080,2.792,4.098
1080,2.705,4.212
1080,2.623,4.326
1080,2.546,4.439
1080,2.472,4.552
1080,2.403,4.664
1080,2.337,4.776
1080,2.274,4.888
1080,2.214,4.998
1080,2.157,5.109
1080,2.103,5.219
1080,2.051,5.328
1080,2.001,5.437
1080,1.954,5.546
1080,1.908,5.654
1080,1.864,5.762
1080,1.823,5.869
1080,1.782,5.976
1080,1.744,6.082
1080,1.707,6.188
1080,1.671,6.293
1080,1.636,6.398
1080,1.603,6.503
1080,1.571,6.607
1080,1.54,6.71
1080,1.51,6.813
1080,1.482,6.916
1080,1.454,7.018
1080,1.427,7.12
1080,1.401,7.221
1080,1.375,7.322
1080,1.351,7.423
1080,1.327,7.523
1080,1.304,7.622
1260,21.75,0.03687
1260,21.38,0.04574
1260,20.95,0.05652
1260,20.47,0.06954
1260,19.93,0.08511
1260,19.34,0.1036
1260,18.7,0.1253
1260,18.03,0.1505
1260,17.33,0.1797
1260,16.62,0.2129
1260,15.89,0.2505
1260,15.17,0.2926
1260,14.45,0.3393
1260,13.75,0.3906
1260,13.07,0.4467
1260,12.41,0.5074
1260,11.78,0.5727
1260,11.17,0.6423
1260,10.59,0.7161
1260,10.04,0.7939
1260,9.512,0.8754
1260,9.01,0.9604
1260,8.532,1.048
1260,8.078,1.139
1260,7.647,1.232
1260,7.24,1.327
1260,6.856,1.424
1260,6.494,1.523
1260,6.156,1.622
1260,5.839,1.722
1260,5.544,1.823
1260,5.27,1.924
1260,5.015,2.026
1260,4.779,2.128
1260,4.559,2.229
1260,4.356,2.331
1260,4.167,2.432
1260,3.991,2.534
1260,3.828,2.635
1260,3.676,2.735
1260,3.535,2.836
1260,3.402,2.936
1260,3.279,3.035
1260,3.163,3.135
1260,3.054,3.234
1260,2.953,3.332
1260,2.857,3.43
1260,2.766,3.528
1260,2.681,3.626
1260,2.601,3.723
1260,2.524,3.819
1260,2.452,3.915
1260,2.384,4.011
1260,2.319,4.107
1260,2.257,4.202
1260,2.198,4.296
1260,2.142,4.391
1260,2.088,4.484
1260,2.037,4.578
1260,1.988,4.671
1260,1.941,4.764
1260,1.896,4.856
1260,1.853,4.948
1260,1.812,5.039
1260,1.772,5.13
1260,1.734,5.221
1260,1.697,5.311
1260,1.662,5.401
1260,1.628,5.491
1260,1.595,5.58
1260,1.564,5.669
1260,1.533,5.757
1260,1.504,5.846
1260,1.475,5.933
1260,1.447,6.021
1260,1.421,6.108
1260,1.395,6.194
1260,1.37,6.28
1260,1.346,6.366
1260,1.322,6.452
1260,1.299,6.537
