length_nm,ngm_id,nft
1080,13.15,532400000
1080,12.49,573300000
1080,11.87,613900000
1080,11.28,654000000
1080,10.72,693300000
1080,10.2,731800000
1080,9.72,769500000
1080,9.267,806200000
1080,8.844,842000000
1080,8.451,876900000
1080,8.085,911000000
1080,7.744,944200000
1080,7.427,976600000
1080,7.131,1008000000
1080,6.855,1039000000
1080,6.597,1070000000
1080,6.356,1099000000
1080,6.131,1128000000
1080,5.919,1157000000
1080,5.72,1185000000
1080,5.533,1212000000
1080,5.357,1239000000
1080,5.191,1265000000
1080,5.034,1291000000
1080,4.884,1316000000
1080,4.743,1341000000
1080,4.608,1364000000
1080,4.479,1387000000
1080,4.356,1410000000
1080,4.239,1431000000
1080,4.126,1452000000
1080,4.017,1472000000
1080,3.913,1491000000
1080,3.812,1509000000
1080,3.715,1526000000
1080,3.62,1542000000
1080,3.529,1557000000
1080,3.44,1571000000
1080,3.354,1583000000
1080,3.27,1595000000
1080,3.189,1604000000
1080,3.109,1613000000
1080,3.031,1621000000
1080,2.956,1627000000
1080,2.882,1631000000
1080,2.81,1635000000
1080,2.74,1637000000
1080,2.672,1638000000
1080,2.606,1638000000
1080,2.541,1637000000
1080,2.479,1635000000
1080,2.418,1632000000
1080,2.358,1628000000
1080,2.301,1624000000
1080,2.245,1618000000
1080,2.191,1612000000
1080,2.139,1605000000
1080,2.088,1598000000
1080,2.039,1590000000
1080,1.992,1581000000
1080,1.946,1573000000
1080,1.901,1563000000
1080,1.858,1554000000
1080,1.816,1544000000
1080,1.776,1534000000
1260,23.15,59410000
1260,22.8,69430000
1260,22.4,80830000
1260,21.92,93800000
1260,21.38,108500000
1260,20.78,125200000
1260,20.13,143900000
1260,19.43,164700000
1260,18.69,187500000
1260,17.92,212100000
1260,17.15,238500000
1260,16.37,266300000
1260,15.6,295200000
1260,14.85,325000000
1260,14.12,355400000
1260,13.42,386100000
1260,12.75,416800000
1260,12.11,447300000
1260,11.51,477600000
1260,10.94,507400000
1260,10.41,536600000
1260,9.916,565200000
1260,9.452,593200000
1260,9.02,620600000
1260,8.618,647300000
1260,8.243,673400000
1260,7.894,698900000
1260,7.569,723800000
1260,7.267,748200000
1260,6.984,772100000
1260,6.721,795500000
1260,6.475,818400000
1260,6.244,841000000
1260,6.028,863100000
1260,5.825,884800000
1260,5.635,906100000
1260,5.455,927000000
1260,5.286,947600000
1260,5.125,967700000
1260,4.973,987400000
1260,4.829,1007000000
1260,4.692,1025000000
1260,4.561,1044000000
1260,4.437,1061000000
1260,4.317,1079000000
1260,4.202,1095000000
1260,4.092,1111000000
1260,3.986,1126000000
1260,3.884,1141000000
1260,3.785,1155000000
1260,3.689,1167000000
1260,3.596,1180000000
1260,3.505,1191000000
1260,3.418,1201000000
1260,3.332,1210000000
1260,3.249,1218000000
1260,3.167,1225000000
1260,3.088,1231000000
1260,3.011,1236000000
1260,2.935,1240000000
1260,2.862,1244000000
1260,2.79,1246000000
1260,2.72,1247000000
1260,2.652,1247000000
1260,2.586,1246000000
1260,2.522,1245000000
1260,2.459,1243000000
1260,2.399,1240000000
1260,2.34,1237000000
1260,2.283,1233000000
1260,2.228,1228000000
1260,2.174,1223000000
1260,2.122,1218000000
1260,2.072,1212000000
1260,2.024,1205000000
1260,1.977,1199000000
1260,1.931,1192000000
1260,1.887,1185000000
1260,1.845,1177000000
1260,1.804,1170000000
1260,1.764,1162000000
