length_nm,ngm_id,nidw
1080,3.354,27.1
1080,3.27,28.01
1080,3.189,28.93
1080,3.109,29.86
1080,3.031,30.79
1080,2.956,31.73
1080,2.882,32.67
1080,2.81,33.61
1080,2.74,34.55
1080,2.672,35.5
1080,2.606,36.45
1080,2.541,37.4
1080,2.479,38.35
1080,2.418,39.3
1080,2.358,40.25
1080,2.301,41.2
1080,2.245,42.15
1080,2.191,43.09
1080,2.139,44.04
1080,2.088,44.98
1080,2.039,45.91
1080,1.992,46.85
1080,1.946,47.78
1080,1.901,48.71
1080,1.858,49.63
1080,1.816,50.55
1080,1.776,51.47
1260,23.15,0.1098
1260,22.8,0.1382
1260,22.4,0.1732
1260,21.92,0.2162
1260,21.38,0.2685
1260,20.78,0.3316
1260,20.13,0.4069
1260,19.43,0.4958
1260,18.69,0.6
1260,17.92,0.7205
1260,17.15,0.8586
1260,16.37,1.015
1260,15.6,1.191
1260,14.85,1.387
1260,14.12,1.603
1260,13.42,1.84
1260,12.75,2.097
1260,12.11,2.374
1260,11.51,2.672
1260,10.94,2.989
1260,10.41,3.326
1260,9.916,3.682
1260,9.452,4.056
1260,9.02,4.448
1260,8.618,4.858
1260,8.243,5.285
1260,7.894,5.729
1260,7.569,6.19
1260,7.267,6.666
1260,6.984,7.159
1260,6.721,7.666
1260,6.475,8.189
1260,6.244,8.727
1260,6.028,9.279
1260,5.825,9.845
1260,5.635,10.43
1260,5.455,11.02
1260,5.286,11.63
1260,5.125,12.25
1260,4.973,12.88
1260,4.829,13.53
1260,4.692,14.19
1260,4.561,14.86
1260,4.437,15.55
1260,4.317,16.24
1260,4.202,16.95
1260,4.092,17.67
1260,3.986,18.39
1260,3.884,19.13
1260,3.785,19.88
1260,3.689,20.64
1260,3.596,21.4
1260,3.505,22.18
1260,3.418,22.96
1260,3.332,23.74
1260,3.249,24.54
1260,3.167,25.34
1260,3.088,26.14
1260,3.011,26.95
1260,2.935,27.77
1260,2.862,28.58
1260,2.79,29.4
1260,2.72,30.22
1260,2.652,31.05
1260,2.586,31.87
1260,2.522,32.69
1260,2.459,33.52
1260,2.399,34.34
1260,2.34,35.17
1260,2.283,35.99
1260,2.228,36.81
1260,2.174,37.63
1260,2.122,38.44
1260,2.072,39.26
1260,2.024,40.07
1260,1.977,40.88
1260,1.931,41.69
1260,1.887,42.49
1260,1.845,43.29
1260,1.804,44.09
1260,1.764,44.88
