length_nm,ngm_id,nidw
360,5.109,43.87
360,4.939,46.13
360,4.78,48.43
360,4.63,50.76
360,4.488,53.13
360,4.354,55.53
360,4.228,57.96
360,4.108,60.43
360,3.994,62.93
360,3.886,65.45
360,3.783,68.01
360,3.685,70.6
360,3.592,73.22
360,3.502,75.86
360,3.417,78.53
360,3.336,81.23
360,3.257,83.95
360,3.183,86.69
360,3.111,89.47
360,3.042,92.26
360,2.975,95.08
360,2.911,97.92
360,2.85,100.8
360,2.79,103.7
360,2.733,106.6
360,2.678,109.5
360,2.625,112.4
360,2.573,115.4
360,2.523,118.4
360,2.475,121.4
360,2.429,124.4
360,2.383,127.4
360,2.34,130.4
360,2.297,133.5
360,2.256,136.6
360,2.216,139.7
360,2.177,142.8
360,2.14,145.9
360,2.103,149.0
360,2.068,152.2
540,23.78,0.1349
540,23.53,0.1709
540,23.27,0.2159
540,22.97,0.2721
540,22.63,0.3418
540,22.25,0.4278
540,21.81,0.5333
540,21.31,0.6616
540,20.76,0.8166
540,20.15,1.002
540,19.49,1.222
540,18.79,1.479
540,18.06,1.779
540,17.3,2.123
540,16.54,2.514
540,15.78,2.955
540,15.03,3.447
540,14.3,3.992
540,13.58,4.588
540,12.9,5.238
540,12.25,5.94
540,11.63,6.693
540,11.05,7.497
540,10.5,8.349
540,9.987,9.25
540,9.506,10.2
540,9.058,11.19
540,8.64,12.22
540,8.25,13.3
540,7.888,14.42
540,7.551,15.57
540,7.237,16.77
540,6.945,18.0
540,6.672,19.27
540,6.419,20.57
540,6.182,21.91
540,5.96,23.28
540,5.753,24.68
540,5.559,26.12
540,5.376,27.59
540,5.205,29.09
540,5.044,30.61
540,4.892,32.17
540,4.749,33.76
540,4.613,35.38
540,4.485,37.03
540,4.363,38.7
540,4.248,40.4
540,4.138,42.13
540,4.033,43.89
540,3.934,45.67
540,3.838,47.48
540,3.747,49.32
540,3.66,51.18
540,3.577,53.06
540,3.497,54.97
540,3.421,56.91
540,3.347,58.87
540,3.276,60.85
540,3.208,62.85
540,3.142,64.88
540,3.079,66.93
540,3.018,69.0
540,2.959,71.1
540,2.902,73.21
540,2.846,75.34
540,2.793,77.5
540,2.741,79.67
540,2.691,81.87
540,2.643,84.08
540,2.596,86.31
540,2.55,88.56
540,2.506,90.83
540,2.463,93.11
540,2.421,95.41
540,2.38,97.73
540,2.341,100.1
540,2.302,102.4
540,2.265,104.8
540,2.228,107.2
540,2.193,109.6
720,23.44,0.1358
720,23.16,0.1715
720,22.85,0.2159
720,22.49,0.2708
720,22.09,0.3385
720,21.62,0.4211
720,21.1,0.5215
720,20.52,0.6421
720,19.88,0.7858
720,19.2,0.9555
720,18.48,1.154
720,17.74,1.383
720,16.99,1.645
720,16.23,1.942
720,15.47,2.276
720,14.73,2.647
720,14.01,3.056
720,13.32,3.503
720,12.65,3.989
720,12.02,4.512
720,11.42,5.074
720,10.86,5.671
720,10.33,6.305
720,9.838,6.974
720,9.376,7.677
720,8.944,8.413
720,8.542,9.182
720,8.168,9.982
720,7.82,10.81
720,7.496,11.67
720,7.195,12.56
720,6.914,13.48
720,6.652,14.43
720,6.407,15.4
720,6.179,16.4
720,5.965,17.43
720,5.765,18.48
720,5.578,19.56
720,5.401,20.66
720,5.236,21.79
720,5.08,22.94
720,4.932,24.12
720,4.793,25.32
720,4.662,26.55
720,4.537,27.79
720,4.419,29.07
720,4.306,30.36
720,4.199,31.68
720,4.097,33.02
720,4.0,34.39
720,3.907,35.77
720,3.818,37.18
720,3.733,38.61
720,3.651,40.07
720,3.573,41.54
720,3.497,43.03
720,3.425,44.55
720,3.355,46.09
720,3.288,47.64
720,3.224,49.22
720,3.161,50.82
720,3.101,52.43
720,3.042,54.07
720,2.986,55.72
720,2.932,57.39
720,2.879,59.09
720,2.828,60.8
720,2.778,62.52
720,2.73,64.27
720,2.683,66.03
720,2.638,67.81
720,2.593,69.61
720,2.551,71.42
720,2.509,73.25
720,2.468,75.1
720,2.429,76.96
720,2.39,78.84
720,2.353,80.73
720,2.317,82.64
720,2.281,84.56
720,2.246,86.49
900,23.16,0.1352
900,22.85,0.1702
900,22.49,0.2135
900,22.07,0.2668
900,21.6,0.332
900,21.08,0.411
900,20.49,0.5059
900,19.85,0.619
900,19.17,0.7524
900,18.45,0.9081
900,17.71,1.088
900,16.95,1.294
900,16.2,1.527
900,15.44,1.789
900,14.71,2.08
900,13.99,2.401
900,13.3,2.752
900,12.64,3.133
900,12.01,3.544
900,11.42,3.985
900,10.86,4.454
900,10.34,4.952
900,9.848,5.478
900,9.39,6.031
900,8.963,6.61
900,8.565,7.216
900,8.194,7.846
900,7.849,8.501
900,7.528,9.181
900,7.229,9.884
900,6.95,10.61
900,6.691,11.36
900,6.448,12.13
900,6.222,12.92
900,6.01,13.74
900,5.812,14.57
900,5.626,15.43
900,5.451,16.31
900,5.286,17.21
900,5.131,18.13
900,4.985,19.07
900,4.847,20.03
900,4.716,21.01
900,4.593,22.01
900,4.475,23.03
900,4.363,24.07
900,4.257,25.13
900,4.155,26.21
900,4.059,27.31
900,3.966,28.43
900,3.878,29.57
900,3.793,30.72
900,3.712,31.9
900,3.634,33.09
900,3.559,34.3
900,3.487,35.53
900,3.417,36.78
900,3.351,38.05
900,3.286,39.33
900,3.224,40.63
900,3.164,41.95
900,3.106,43.29
900,3.049,44.64
900,2.995,46.01
900,2.942,47.39
900,2.891,48.8
900,2.841,50.22
900,2.793,51.65
900,2.747,53.1
900,2.701,54.57
900,2.657,56.05
900,2.614,57.55
900,2.573,59.06
900,2.532,60.58
900,2.493,62.13
900,2.454,63.68
900,2.417,65.25
900,2.38,66.83
900,2.344,68.43
900,2.31,70.04
900,2.276,71.67
1080,22.93,0.1321
1080,22.58,0.1659
1080,22.18,0.2075
1080,21.73,0.2585
1080,21.21,0.3204
1080,20.64,0.395
1080,20.01,0.484
1080,19.33,0.5893
1080,18.62,0.7124
1080,17.89,0.8551
1080,17.13,1.019
1080,16.38,1.205
1080,15.62,1.414
1080,14.88,1.646
1080,14.16,1.904
1080,13.47,2.186
1080,12.8,2.493
1080,12.17,2.824
1080,11.57,3.18
1080,11.01,3.56
1080,10.48,3.964
1080,9.981,4.39
1080,9.517,4.84
1080,9.085,5.311
1080,8.681,5.805
1080,8.306,6.319
1080,7.956,6.854
1080,7.631,7.41
1080,7.328,7.985
1080,7.046,8.58
1080,6.783,9.194
1080,6.537,9.827
1080,6.308,10.48
1080,6.094,11.15
1080,5.893,11.84
1080,5.705,12.54
1080,5.528,13.27
1080,5.362,14.01
1080,5.205,14.77
1080,5.057,15.55
1080,4.918,16.34
1080,4.786,17.16
1080,4.661,17.99
1080,4.542,18.83
1080,4.43,19.7
1080,4.322,20.58
1080,4.22,21.48
1080,4.122,22.39
1080,4.029,23.32
1080,3.94,24.27
1080,3.855,25.23
1080,3.773,26.22
1080,3.694,27.21
1080,3.619,28.23
1080,3.546,29.26
1080,3.477,30.3
1080,3.409,31.36
1080,3.344,32.44
1080,3.282,33.53
1080,3.221,34.64
1080,3.163,35.76
1080,3.106,36.9
1080,3.052,38.06
1080,2.998,39.22
1080,2.947,40.41
1080,2.897,41.61
1080,2.849,42.82
1080,2.802,44.05
1080,2.756,45.29
1080,2.712,46.54
1080,2.669,47.81
1080,2.627,49.09
1080,2.586,50.39
1080,2.546,51.7
1080,2.507,53.02
1080,2.47,54.36
1080,2.433,55.71
1080,2.397,57.07
1080,2.362,58.44
1080,2.328,59.83
1080,2.294,61.23
1260,22.75,0.1274
1260,22.37,0.1596
1260,21.94,0.1992
1260,21.45,0.2475
1260,20.9,0.3058
1260,20.29,0.3758
1260,19.63,0.4588
1260,18.93,0.5564
1260,18.21,0.6699
1260,17.46,0.8007
1260,16.7,0.9499
1260,15.95,1.118
1260,15.2,1.307
1260,14.47,1.516
1260,13.77,1.746
1260,13.09,1.997
1260,12.45,2.269
1260,11.84,2.561
1260,11.26,2.875
1260,10.71,3.208
1260,10.2,3.562
1260,9.728,3.935
1260,9.283,4.328
1260,8.869,4.739
1260,8.482,5.168
1260,8.123,5.615
1260,7.788,6.08
1260,7.477,6.562
1260,7.187,7.061
1260,6.916,7.577
1260,6.664,8.109
1260,6.429,8.658
1260,6.209,9.223
1260,6.003,9.803
1260,5.81,10.4
1260,5.629,11.01
1260,5.458,11.64
1260,5.298,12.28
1260,5.147,12.94
1260,5.004,13.61
1260,4.87,14.3
1260,4.742,15.01
1260,4.621,15.73
1260,4.506,16.46
1260,4.396,17.21
1260,4.292,17.97
1260,4.193,18.75
1260,4.098,19.55
1260,4.008,20.35
1260,3.921,21.18
1260,3.838,22.02
1260,3.758,22.87
1260,3.681,23.73
1260,3.608,24.61
1260,3.537,25.51
1260,3.469,26.42
1260,3.403,27.34
1260,3.339,28.28
1260,3.278,29.23
1260,3.219,30.2
1260,3.162,31.18
1260,3.106,32.17
1260,3.052,33.17
1260,3.0,34.19
1260,2.95,35.23
1260,2.901,36.27
1260,2.854,37.33
1260,2.807,38.4
1260,2.762,39.49
1260,2.719,40.58
1260,2.676,41.69
1260,2.635,42.81
1260,2.595,43.95
1260,2.556,45.1
1260,2.518,46.25
1260,2.48,47.42
1260,2.444,48.61
1260,2.409,49.8
1260,2.374,51.01
1260,2.341,52.22
1260,2.308,53.45
