length_nm,ngm_id,ngmro
1260,4.049,1.735
1260,3.893,1.61
1260,3.747,1.499
1260,3.61,1.401
1260,3.481,1.314
1260,3.361,1.236
1260,3.247,1.166
1260,3.14,1.102
1260,3.039,1.045
1260,2.944,0.9926
1260,2.853,0.9449
1260,2.768,0.9011
1260,2.687,0.8609
1260,2.609,0.8238
1260,2.536,0.7894
1260,2.466,0.7576
1260,2.399,0.7279
1260,2.336,0.7003
1260,2.275,0.6744
1260,2.217,0.6502
1260,2.161,0.6275
1260,2.107,0.6061
1260,2.056,0.586
1260,2.007,0.567
1260,1.959,0.549
1260,1.914,0.532
1260,1.87,0.5159
1260,1.827,0.5005
1260,1.786,0.486
1260,1.747,0.4721
1260,1.709,0.4588
1260,1.672,0.4462
1260,1.636,0.4341
1260,1.602,0.4225
1260,1.568,0.4115
1260,1.536,0.4009
1260,1.504,0.3907
1260,1.474,0.3809
1260,1.444,0.3715
1260,1.416,0.3624
1260,1.388,0.3537
1260,1.36,0.3453
