length_nm,ngm_id,nft
540,13.29,1726000000
540,12.58,1853000000
540,11.89,1975000000
540,11.24,2091000000
540,10.63,2202000000
540,10.05,2304000000
540,9.503,2400000000
540,8.99,2487000000
540,8.509,2565000000
540,8.057,2636000000
540,7.635,2698000000
540,7.239,2752000000
540,6.868,2798000000
540,6.522,2837000000
540,6.198,2869000000
540,5.895,2895000000
540,5.613,2914000000
540,5.349,2929000000
540,5.103,2939000000
540,4.873,2944000000
540,4.659,2946000000
540,4.459,2945000000
540,4.272,2942000000
540,4.098,2936000000
540,3.934,2928000000
540,3.782,2918000000
540,3.639,2907000000
540,3.505,2895000000
540,3.379,2882000000
540,3.26,2868000000
540,3.149,2853000000
540,3.043,2838000000
540,2.944,2822000000
540,2.85,2806000000
540,2.761,2790000000
540,2.677,2773000000
540,2.597,2756000000
540,2.521,2739000000
540,2.449,2722000000
540,2.38,2705000000
540,2.314,2687000000
540,2.251,2670000000
540,2.191,2653000000
540,2.134,2635000000
540,2.079,2617000000
540,2.026,2600000000
540,1.975,2582000000
540,1.927,2564000000
540,1.88,2547000000
540,1.835,2529000000
540,1.792,2511000000
540,1.75,2493000000
540,1.709,2475000000
540,1.67,2458000000
540,1.633,2440000000
540,1.596,2422000000
540,1.561,2404000000
540,1.527,2386000000
540,1.494,2368000000
540,1.462,2349000000
540,1.431,2331000000
540,1.401,2313000000
720,23.87,98860000
720,23.64,118600000
720,23.37,141200000
720,23.05,167100000
720,22.68,196700000
720,22.25,230400000
720,21.75,268700000
720,21.19,312000000
720,20.56,360700000
720,19.88,414900000
720,19.15,474500000
720,18.38,539200000
720,17.59,608400000
720,16.8,681400000
720,16.0,757300000
720,15.21,835100000
720,14.43,913700000
720,13.68,992200000
720,12.96,1070000000
720,12.27,1145000000
720,11.61,1218000000
720,10.99,1288000000
720,10.4,1353000000
720,9.841,1415000000
720,9.316,1472000000
720,8.823,1524000000
720,8.36,1571000000
720,7.924,1613000000
720,7.515,1650000000
720,7.132,1682000000
720,6.772,1710000000
720,6.435,1733000000
720,6.119,1751000000
720,5.824,1766000000
720,5.548,1777000000
720,5.29,1785000000
720,5.05,1790000000
720,4.825,1793000000
720,4.615,1794000000
720,4.42,1793000000
720,4.237,1790000000
720,4.066,1786000000
720,3.907,1781000000
720,3.757,1775000000
720,3.617,1768000000
720,3.486,1761000000
720,3.363,1753000000
720,3.247,1745000000
720,3.137,1736000000
720,3.034,1727000000
720,2.937,1718000000
720,2.845,1709000000
720,2.758,1699000000
720,2.675,1689000000
720,2.597,1680000000
720,2.522,1670000000
720,2.451,1660000000
720,2.383,1650000000
720,2.318,1640000000
720,2.257,1630000000
720,2.197,1620000000
720,2.141,1610000000
720,2.087,1600000000
720,2.035,1590000000
720,1.985,1580000000
720,1.937,1570000000
720,1.89,1560000000
720,1.846,1550000000
720,1.803,1540000000
720,1.762,1530000000
720,1.722,1520000000
720,1.683,1509000000
720,1.646,1499000000
720,1.61,1489000000
720,1.575,1479000000
720,1.541,1468000000
720,1.509,1458000000
720,1.477,1448000000
720,1.446,1437000000
720,1.416,1427000000
720,1.388,1416000000
900,23.61,82630000
900,23.33,97900000
900,23.01,115300000
900,22.63,135100000
900,22.19,157600000
900,21.68,183200000
900,21.1,212200000
900,20.47,244800000
900,19.78,280900000
900,19.04,320700000
900,18.28,363900000
900,17.49,410000000
900,16.7,458700000
900,15.9,509200000
900,15.12,561100000
900,14.35,613500000
900,13.61,665900000
900,12.9,717700000
900,12.22,768300000
900,11.57,817200000
900,10.95,864000000
900,10.37,908300000
900,9.823,949900000
900,9.306,988500000
900,8.819,1024000000
900,8.36,1056000000
900,7.929,1085000000
900,7.523,1110000000
900,7.142,1132000000
900,6.784,1150000000
900,6.448,1166000000
900,6.133,1179000000
900,5.838,1188000000
900,5.562,1196000000
900,5.305,1201000000
900,5.064,1205000000
900,4.839,1207000000
900,4.63,1207000000
900,4.434,1206000000
900,4.252,1205000000
900,4.081,1202000000
900,3.921,1199000000
900,3.772,1195000000
900,3.632,1190000000
900,3.501,1185000000
900,3.378,1180000000
900,3.262,1175000000
900,3.153,1169000000
900,3.05,1163000000
900,2.953,1157000000
900,2.861,1151000000
900,2.774,1145000000
900,2.691,1139000000
900,2.613,1133000000
900,2.538,1126000000
900,2.467,1120000000
900,2.399,1114000000
900,2.335,1107000000
900,2.273,1101000000
900,2.214,1095000000
900,2.157,1088000000
900,2.103,1082000000
900,2.051,1075000000
900,2.001,1069000000
900,1.953,1062000000
900,1.907,1056000000
900,1.863,1049000000
900,1.82,1043000000
900,1.778,1036000000
900,1.738,1030000000
900,1.7,1023000000
900,1.663,1017000000
900,1.627,1010000000
900,1.592,1004000000
900,1.558,997000000
900,1.525,990300000
900,1.494,983600000
900,1.463,976900000
900,1.433,970100000
900,1.404,963400000
900,1.376,956600000
1080,23.38,68950000
1080,23.07,81020000
1080,22.7,94740000
1080,22.26,110400000
1080,21.76,128100000
1080,21.2,148200000
1080,20.57,170800000
1080,19.89,196100000
1080,19.16,223900000
1080,18.4,254100000
1080,17.62,286600000
1080,16.83,320900000
1080,16.04,356800000
1080,15.26,393600000
1080,14.49,431000000
1080,13.75,468600000
1080,13.04,505800000
1080,12.35,542300000
1080,11.7,577700000
1080,11.08,611800000
1080,10.5,644200000
1080,9.948,674700000
1080,9.427,703100000
1080,8.937,729300000
1080,8.474,753100000
1080,8.039,774500000
1080,7.629,793400000
1080,7.244,809900000
1080,6.881,824000000
1080,6.541,835800000
1080,6.221,845400000
1080,5.921,853000000
1080,5.641,858900000
1080,5.379,863100000
1080,5.134,865900000
1080,4.905,867500000
1080,4.692,868100000
1080,4.493,867700000
1080,4.307,866600000
1080,4.134,864800000
1080,3.972,862500000
1080,3.82,859800000
1080,3.678,856700000
1080,3.545,853400000
1080,3.419,849800000
1080,3.302,846000000
1080,3.191,842000000
1080,3.087,837900000
1080,2.988,833800000
1080,2.895,829500000
1080,2.807,825200000
1080,2.723,820900000
1080,2.644,816600000
1080,2.568,812200000
1080,2.496,807800000
1080,2.428,803400000
1080,2.363,799000000
1080,2.3,794500000
1080,2.24,790100000
1080,2.183,785700000
1080,2.129,781200000
1080,2.076,776800000
1080,2.026,772300000
1080,1.977,767900000
1080,1.93,763400000
1080,1.886,758900000
1080,1.842,754400000
1080,1.801,749900000
1080,1.76,745400000
1080,1.721,740900000
1080,1.684,736300000
1080,1.647,731700000
1080,1.612,727100000
1080,1.578,722500000
1080,1.545,717900000
1080,1.513,713200000
1080,1.482,708600000
1080,1.452,703900000
1080,1.423,699100000
1080,1.395,694400000
1080,1.367,689600000
1260,23.19,57780000
1260,22.84,67530000
1260,22.43,78610000
1260,21.96,91210000
1260,21.41,105500000
1260,20.81,121700000
1260,20.15,139800000
1260,19.44,159800000
1260,18.69,181800000
1260,17.91,205400000
1260,17.13,230600000
1260,16.34,257000000
1260,15.55,284400000
1260,14.78,312300000
1260,14.03,340500000
1260,13.31,368600000
1260,12.62,396300000
1260,11.96,423400000
1260,11.33,449500000
1260,10.74,474500000
1260,10.18,498200000
1260,9.645,520300000
1260,9.145,540900000
1260,8.673,559700000
1260,8.228,576800000
1260,7.809,591900000
1260,7.415,605200000
1260,7.043,616700000
1260,6.694,626300000
1260,6.366,634300000
1260,6.058,640700000
1260,5.769,645700000
1260,5.499,649400000
1260,5.247,651900000
1260,5.011,653500000
1260,4.791,654200000
1260,4.586,654100000
1260,4.395,653500000
1260,4.216,652400000
1260,4.049,650800000
1260,3.893,648900000
1260,3.747,646700000
1260,3.61,644300000
1260,3.481,641600000
1260,3.361,638900000
1260,3.247,636000000
1260,3.14,633000000
1260,3.039,629900000
1260,2.944,626800000
1260,2.853,623700000
1260,2.768,620500000
1260,2.687,617300000
1260,2.609,614100000
1260,2.536,610900000
1260,2.466,607700000
1260,2.399,604400000
1260,2.336,601200000
1260,2.275,597900000
1260,2.217,594700000
1260,2.161,591400000
1260,2.107,588200000
1260,2.056,584900000
1260,2.007,581700000
1260,1.959,578400000
1260,1.914,575100000
1260,1.87,571800000
1260,1.827,568500000
1260,1.786,565200000
1260,1.747,561900000
1260,1.709,558600000
1260,1.672,555200000
1260,1.636,551900000
1260,1.602,548500000
1260,1.568,545100000
1260,1.536,541700000
1260,1.504,538200000
1260,1.474,534800000
1260,1.444,531300000
1260,1.416,527900000
1260,1.388,524400000
1260,1.36,520800000
